9.708467499202165785e-01,-2.308954378088814985e-01,4.592622665659554476e-04,3.152309495502471359e-03,1.648418836072311489e-02,3.936099841060578155e-06
9.738823572332262479e-01,-2.144335207697982693e-01,4.576837058318251319e-04,2.922313536068283681e-03,1.644096814656014274e-02,-7.061719653132124129e-06
9.766977283650567498e-01,-1.980102329136433637e-01,4.452709667722080759e-04,2.711356484218128970e-03,1.640751244748918022e-02,-1.766384349016463374e-05
9.793104205657753303e-01,-1.816141229132405555e-01,4.226216325272186768e-04,2.516419594896905816e-03,1.638713307452741366e-02,-2.746932572217640782e-05
9.817347535897297250e-01,-1.652306404300091236e-01,3.907255223832066483e-04,2.334021471993609920e-03,1.638269520931256995e-02,-3.609541682059064249e-05
9.839813309422580367e-01,-1.488426234330696707e-01,3.509436025866362330e-04,2.160206367968472551e-03,1.639653318517099098e-02,-4.318444773126415811e-05
9.860565663241070977e-01,-1.324308979136129549e-01,3.049769847512318814e-04,1.990565697950754612e-03,1.643034208892476394e-02,-4.841401806181800630e-05
9.879622535737374589e-01,-1.159749561653551919e-01,2.548273208594417226e-04,1.820282537476648798e-03,1.648505098299039504e-02,-5.150960843543007418e-05
9.896952168981073550e-01,-9.945379288864092393e-02,2.027406992064722895e-04,1.644250705788219196e-03,1.656070642533226389e-02,-5.225920582886729200e-05
9.912470868743379349e-01,-8.284684641185770249e-02,1.511375301087823371e-04,1.457205574998015609e-03,1.665638111875035118e-02,-5.052632288783419693e-05
9.926041949041075618e-01,-6.613500363923968672e-02,1.025322175457654461e-04,1.253855595731485743e-03,1.677007573929142209e-02,-4.626358856721342696e-05
9.937476447677869862e-01,-4.930171589820490918e-02,5.943644841950372312e-05,1.029061289773477083e-03,1.689863776215508664e-02,-3.952672977558661417e-05
9.946535693067121153e-01,-3.233421289795053444e-02,2.424682422543979622e-05,7.780419012737538028e-04,1.703765746728447619e-02,-3.049148992413360385e-05
9.952936053200686084e-01,-1.522482477801866477e-02,-8.851112470833758218e-07,4.966776690110973362e-04,1.718132841033227429e-02,-1.947710531465654185e-05
9.956357902549634042e-01,2.027601195950541786e-03,-1.420721340523825208e-05,1.819747859881251737e-04,1.732240364317958956e-02,-6.968029691803166227e-06
9.956459991925546982e-01,1.941627921663815343e-02,-1.454240020575489407e-05,-1.672991962905765514e-04,1.745229859060611066e-02,6.370102137349723626e-06
9.952900611778301432e-01,3.692532007907584762e-02,-1.469035576072013176e-06,-5.498632719868354422e-04,1.756152009795414193e-02,1.969736279328717350e-05
9.945366148118561789e-01,5.452926701744050669e-02,2.452872663790303564e-05,-9.612931102261514484e-04,1.764060661815140818e-02,3.205389692317549402e-05
9.933603999203219903e-01,7.219377495643594655e-02,6.198952307108224896e-05,-1.393849425002210030e-03,1.768149494698584290e-02,4.246774455494722894e-05
9.917453363867082539e-01,8.987775988751046941e-02,1.085347262742224585e-04,-1.837089881212723968e-03,1.767900190286651047e-02,5.010262552244051514e-05
9.896865694742058572e-01,1.075368671258368630e-01,1.610788726416030668e-04,-2.279296247545287320e-03,1.763188167681983484e-02,5.440181054681379340e-05
9.871908285872142974e-01,1.251275680883033037e-01,2.161581529875693220e-04,-2.709319894108420945e-03,1.754297097794307522e-02,5.517192600969793488e-05
9.842750187034188247e-01,1.426108960422528549e-01,2.702973716394813596e-04,-3.118176327891130761e-03,1.741835268176607568e-02,5.257498542954623986e-05
9.809635606932014529e-01,1.599550110324757246e-01,3.203276671493270186e-04,-3.499877993344712238e-03,1.726593688562633178e-02,4.704219587378695856e-05
9.772853398354526266e-01,1.771362980898151807e-01,3.635969442553298983e-04,-3.851421677559589436e-03,1.709405565727379131e-02,3.915612600621489131e-05
9.732709790531178795e-01,1.941392414244407782e-01,3.980655032342751243e-04,-4.172221401369281824e-03,1.691046440770300682e-02,2.954532719449152138e-05
9.689507970848552088e-01,2.109555727629772170e-01,4.223145012923135632e-04,-4.463349630970964849e-03,1.672184855945699905e-02,1.881370733338798873e-05
9.643534916044156358e-01,2.275831314507777703e-01,4.355022182520323784e-04,-4.726854607249009708e-03,1.653375438981950427e-02,7.508257845185004746e-06
9.595054339623936279e-01,2.440247967586609557e-01,4.373025824435081187e-04,-4.965314544534235597e-03,1.635075633310179369e-02,-3.884328305067007817e-06
9.544302595638421982e-01,2.602876303432080651e-01,4.278497064089025132e-04,-5.181589565656079602e-03,1.617667326517179677e-02,-1.492931809938965046e-05
9.491486271561088151e-01,2.763822212993833904e-01,4.076926593088397543e-04,-5.378754112622610370e-03,1.601478801536349722e-02,-2.522836963759103292e-05
9.436780034335449097e-01,2.923222415586235745e-01,3.777666673906845745e-04,-5.560161201624781203e-03,1.586797458472440081e-02,-3.440660791859357308e-05
9.380323243021821966e-01,3.081240382048511806e-01,3.393719677597766536e-04,-5.729523117628357830e-03,1.573871754450109281e-02,-4.210809449286243879e-05
9.322215832497815491e-01,3.238062181901978920e-01,2.941546055398297889e-04,-5.891022689352960230e-03,1.562904044429702655e-02,-4.799775476489678979e-05
9.262513318547821450e-01,3.393891263519119850e-01,2.440814784053307277e-04,-6.049368421693242237e-03,1.554033579684425785e-02,-5.177371486591875329e-05
